ReportGenerationDate,Total_MP_LOC,MP_Filled_Location,MP_Empty_Location,MP_Percentage_Loc_Utilisation,MP_Percentage_Loc_Not_Utilisation
9/14/2018 1:01:53 AM,1605,1550,55,96%,4%
