ReportGenerationDate,Total_MP_LOC,MP_Filled_Location,MP_Empty_Location,MP_Percentage_Loc_Utilisation,MP_Percentage_Loc_Not_Utilisation
9/13/2018 1:04:51 PM,1605,1529,76,95%,5%
